Cancer,Year,Sex,Age,Risk,Risk_1_X,Type
Melanoma of the skin,2007,Females,before age 85,4.0339,25.0,Diagnosis
Melanoma of the skin,2007,Females,before age 90,4.4421,23.0,Diagnosis
Melanoma of the skin,2007,Females,Lifetime,4.7973,21.0,Diagnosis
Melanoma of the skin,2007,Persons,before age  5,0.0007,,Diagnosis
Melanoma of the skin,2007,Persons,before age 10,0.0013,,Diagnosis
Melanoma of the skin,2007,Persons,before age 15,0.0035,,Diagnosis
Melanoma of the skin,2007,Persons,before age 20,0.0153,6520.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 25,0.0470,2128.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 30,0.1124,889.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 35,0.2092,478.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 40,0.3549,282.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 45,0.5510,181.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 50,0.8054,124.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 55,1.1402,88.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 60,1.5500,65.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 65,2.0951,48.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 70,2.7794,36.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 75,3.5330,28.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 80,4.3245,23.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 85,5.0550,20.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 90,5.5668,18.0,Diagnosis
Melanoma of the skin,2007,Persons,Lifetime,5.9643,17.0,Diagnosis
Melanoma of the skin,2007,Males,before age  5,0.0000,,Diagnosis
Melanoma of the skin,2007,Males,before age 10,0.0000,,Diagnosis
Melanoma of the skin,2007,Males,before age 15,0.0007,,Diagnosis
Melanoma of the skin,2007,Males,before age 20,0.0112,,Diagnosis
Melanoma of the skin,2007,Males,before age 25,0.0370,2706.0,Diagnosis
Melanoma of the skin,2007,Males,before age 30,0.0851,1175.0,Diagnosis
Melanoma of the skin,2007,Males,before age 35,0.1641,609.0,Diagnosis
Melanoma of the skin,2007,Males,before age 40,0.2935,341.0,Diagnosis
Melanoma of the skin,2007,Males,before age 45,0.4846,206.0,Diagnosis
Melanoma of the skin,2007,Males,before age 50,0.7341,136.0,Diagnosis
Melanoma of the skin,2007,Males,before age 55,1.1056,90.0,Diagnosis
Melanoma of the skin,2007,Males,before age 60,1.5655,64.0,Diagnosis
Melanoma of the skin,2007,Males,before age 65,2.2179,45.0,Diagnosis
Melanoma of the skin,2007,Males,before age 70,3.0886,32.0,Diagnosis
Melanoma of the skin,2007,Males,before age 75,4.0076,25.0,Diagnosis
Melanoma of the skin,2007,Males,before age 80,5.0494,20.0,Diagnosis
Melanoma of the skin,2007,Males,before age 85,6.0607,16.0,Diagnosis
Melanoma of the skin,2007,Males,before age 90,6.7514,15.0,Diagnosis
Melanoma of the skin,2007,Males,Lifetime,7.2451,14.0,Diagnosis
Melanoma of the skin,2007,Females,before age  5,0.0007,,Diagnosis
Melanoma of the skin,2007,Females,before age 10,0.0007,,Diagnosis
Melanoma of the skin,2007,Females,before age 15,0.0014,,Diagnosis
Melanoma of the skin,2007,Females,before age 20,0.0146,6856.0,Diagnosis
Melanoma of the skin,2007,Females,before age 25,0.0525,1906.0,Diagnosis
Melanoma of the skin,2007,Females,before age 30,0.1189,841.0,Diagnosis
Melanoma of the skin,2007,Females,before age 35,0.2261,442.0,Diagnosis
Melanoma of the skin,2007,Females,before age 40,0.3656,273.0,Diagnosis
Melanoma of the skin,2007,Females,before age 45,0.5880,170.0,Diagnosis
Melanoma of the skin,2007,Females,before age 50,0.8618,116.0,Diagnosis
Melanoma of the skin,2007,Females,before age 55,1.1896,84.0,Diagnosis
Melanoma of the skin,2007,Females,before age 60,1.5217,66.0,Diagnosis
Melanoma of the skin,2007,Females,before age 65,1.9304,52.0,Diagnosis
Melanoma of the skin,2007,Females,before age 70,2.4641,41.0,Diagnosis
Melanoma of the skin,2007,Females,before age 75,3.0076,33.0,Diagnosis
Melanoma of the skin,2007,Females,before age 80,3.5690,28.0,Diagnosis
Melanoma of the skin,2007,Females,before age 85,4.0709,25.0,Diagnosis
Melanoma of the skin,2007,Females,before age 90,4.4497,22.0,Diagnosis
Melanoma of the skin,2007,Females,Lifetime,4.7814,21.0,Diagnosis
Melanoma of the skin,2007,Persons,before age  5,0.0003,,Diagnosis
Melanoma of the skin,2007,Persons,before age 10,0.0003,,Diagnosis
Melanoma of the skin,2007,Persons,before age 15,0.0010,,Diagnosis
Melanoma of the skin,2007,Persons,before age 20,0.0129,7772.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 25,0.0445,2246.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 30,0.1018,983.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 35,0.1948,513.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 40,0.3293,304.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 45,0.5360,187.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 50,0.7978,125.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 55,1.1474,87.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 60,1.5433,65.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 65,2.0745,48.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 70,2.7813,36.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 75,3.5177,28.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 80,4.3220,23.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 85,5.0734,20.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 90,5.5951,18.0,Diagnosis
Melanoma of the skin,2007,Persons,Lifetime,5.9850,17.0,Diagnosis
Melanoma of the skin,2007,Males,before age  5,0.0000,,Diagnosis
Melanoma of the skin,2007,Males,before age 10,0.0000,,Diagnosis
Melanoma of the skin,2007,Males,before age 15,0.0007,,Diagnosis
Melanoma of the skin,2007,Males,before age 20,0.0073,,Diagnosis
Melanoma of the skin,2007,Males,before age 25,0.0316,3164.0,Diagnosis
Melanoma of the skin,2007,Males,before age 30,0.0763,1311.0,Diagnosis
Melanoma of the skin,2007,Males,before age 35,0.1528,654.0,Diagnosis
Melanoma of the skin,2007,Males,before age 40,0.2707,369.0,Diagnosis
Melanoma of the skin,2007,Males,before age 45,0.4630,216.0,Diagnosis
Melanoma of the skin,2007,Males,before age 50,0.7409,135.0,Diagnosis
Melanoma of the skin,2007,Males,before age 55,1.1047,91.0,Diagnosis
Melanoma of the skin,2007,Males,before age 60,1.5905,63.0,Diagnosis
Melanoma of the skin,2007,Males,before age 65,2.2808,44.0,Diagnosis
Melanoma of the skin,2007,Males,before age 70,3.1366,32.0,Diagnosis
Melanoma of the skin,2007,Males,before age 75,4.2034,24.0,Diagnosis
Melanoma of the skin,2007,Males,before age 80,5.2753,19.0,Diagnosis
Melanoma of the skin,2007,Males,before age 85,6.1608,16.0,Diagnosis
Melanoma of the skin,2007,Males,before age 90,6.8334,15.0,Diagnosis
Melanoma of the skin,2007,Males,Lifetime,7.2968,14.0,Diagnosis
Melanoma of the skin,2007,Females,before age  5,0.0000,,Diagnosis
Melanoma of the skin,2007,Females,before age 10,0.0007,,Diagnosis
Melanoma of the skin,2007,Females,before age 15,0.0014,,Diagnosis
Melanoma of the skin,2007,Females,before age 20,0.0111,,Diagnosis
Melanoma of the skin,2007,Females,before age 25,0.0457,2190.0,Diagnosis
Melanoma of the skin,2007,Females,before age 30,0.1265,790.0,Diagnosis
Melanoma of the skin,2007,Females,before age 35,0.2361,424.0,Diagnosis
Melanoma of the skin,2007,Females,before age 40,0.3811,262.0,Diagnosis
Melanoma of the skin,2007,Females,before age 45,0.5926,169.0,Diagnosis
Melanoma of the skin,2007,Females,before age 50,0.8515,117.0,Diagnosis
Melanoma of the skin,2007,Females,before age 55,1.1733,85.0,Diagnosis
Melanoma of the skin,2007,Females,before age 60,1.5179,66.0,Diagnosis
Melanoma of the skin,2007,Females,before age 65,1.9529,51.0,Diagnosis
Melanoma of the skin,2007,Females,before age 70,2.5025,40.0,Diagnosis
Melanoma of the skin,2007,Females,before age 75,3.0499,33.0,Diagnosis
Melanoma of the skin,2007,Females,before age 80,3.6699,27.0,Diagnosis
Melanoma of the skin,2007,Females,before age 85,4.1921,24.0,Diagnosis
Melanoma of the skin,2007,Females,before age 90,4.6195,22.0,Diagnosis
Melanoma of the skin,2007,Females,Lifetime,4.9154,20.0,Diagnosis
Melanoma of the skin,2007,Persons,before age  5,0.0000,,Diagnosis
Melanoma of the skin,2007,Persons,before age 10,0.0003,,Diagnosis
Melanoma of the skin,2007,Persons,before age 15,0.0010,,Diagnosis
Melanoma of the skin,2007,Persons,before age 20,0.0091,10930.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 25,0.0385,2600.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 30,0.1011,989.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 35,0.1941,515.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 40,0.3255,307.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 45,0.5275,190.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 50,0.7957,126.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 55,1.1385,88.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 60,1.5535,64.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 65,2.1165,47.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 70,2.8233,35.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 75,3.6377,27.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 80,4.4873,22.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 85,5.1878,19.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 90,5.7290,17.0,Diagnosis
Melanoma of the skin,2007,Persons,Lifetime,6.0876,16.0,Diagnosis
Melanoma of the skin,2007,Males,before age  5,0.0006,,Diagnosis
Melanoma of the skin,2007,Males,before age 10,0.0006,,Diagnosis
Melanoma of the skin,2007,Males,before age 15,0.0033,,Diagnosis
Melanoma of the skin,2007,Males,before age 20,0.0119,,Diagnosis
Melanoma of the skin,2007,Males,before age 25,0.0337,2971.0,Diagnosis
Melanoma of the skin,2007,Males,before age 30,0.0821,1218.0,Diagnosis
Melanoma of the skin,2007,Males,before age 35,0.1693,591.0,Diagnosis
Melanoma of the skin,2007,Males,before age 40,0.3019,331.0,Diagnosis
Melanoma of the skin,2007,Males,before age 45,0.5127,195.0,Diagnosis
Melanoma of the skin,2007,Males,before age 50,0.8071,124.0,Diagnosis
Melanoma of the skin,2007,Males,before age 55,1.1764,85.0,Diagnosis
Melanoma of the skin,2007,Males,before age 60,1.7207,58.0,Diagnosis
Melanoma of the skin,2007,Males,before age 65,2.4209,41.0,Diagnosis
Melanoma of the skin,2007,Males,before age 70,3.3143,30.0,Diagnosis
Melanoma of the skin,2007,Males,before age 75,4.3531,23.0,Diagnosis
Melanoma of the skin,2007,Males,before age 80,5.4094,18.0,Diagnosis
Melanoma of the skin,2007,Males,before age 85,6.3964,16.0,Diagnosis
Melanoma of the skin,2007,Males,before age 90,7.1032,14.0,Diagnosis
Melanoma of the skin,2007,Males,Lifetime,7.5406,13.0,Diagnosis
Melanoma of the skin,2007,Females,before age  5,0.0013,,Diagnosis
Melanoma of the skin,2007,Females,before age 10,0.0013,,Diagnosis
Melanoma of the skin,2007,Females,before age 15,0.0020,,Diagnosis
Melanoma of the skin,2007,Females,before age 20,0.0172,5801.0,Diagnosis
Melanoma of the skin,2007,Females,before age 25,0.0526,1900.0,Diagnosis
Melanoma of the skin,2007,Females,before age 30,0.1354,739.0,Diagnosis
Melanoma of the skin,2007,Females,before age 35,0.2524,396.0,Diagnosis
Melanoma of the skin,2007,Females,before age 40,0.4236,236.0,Diagnosis
Melanoma of the skin,2007,Females,before age 45,0.6280,159.0,Diagnosis
Melanoma of the skin,2007,Females,before age 50,0.8976,111.0,Diagnosis
Melanoma of the skin,2007,Females,before age 55,1.2071,83.0,Diagnosis
Melanoma of the skin,2007,Females,before age 60,1.5600,64.0,Diagnosis
Melanoma of the skin,2007,Females,before age 65,2.0132,50.0,Diagnosis
Melanoma of the skin,2007,Females,before age 70,2.5929,39.0,Diagnosis
Melanoma of the skin,2007,Females,before age 75,3.1902,31.0,Diagnosis
Melanoma of the skin,2007,Females,before age 80,3.7889,26.0,Diagnosis
Melanoma of the skin,2007,Females,before age 85,4.2975,23.0,Diagnosis
Melanoma of the skin,2007,Females,before age 90,4.7757,21.0,Diagnosis
Melanoma of the skin,2007,Females,Lifetime,5.1198,20.0,Diagnosis
Melanoma of the skin,2007,Persons,before age  5,0.0010,,Diagnosis
Melanoma of the skin,2007,Persons,before age 10,0.0010,,Diagnosis
Melanoma of the skin,2007,Persons,before age 15,0.0027,,Diagnosis
Melanoma of the skin,2007,Persons,before age 20,0.0145,6901.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 25,0.0429,2330.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 30,0.1085,922.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 35,0.2106,475.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 40,0.3624,276.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 45,0.5701,175.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 50,0.8518,117.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 55,1.1911,84.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 60,1.6393,61.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 65,2.2158,45.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 70,2.9557,34.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 75,3.7806,26.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 80,4.6122,22.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 85,5.3586,19.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 90,5.9443,17.0,Diagnosis
Melanoma of the skin,2007,Persons,Lifetime,6.3216,16.0,Diagnosis
Melanoma of the skin,2007,Males,before age  5,0.0012,,Diagnosis
Melanoma of the skin,2007,Males,before age 10,0.0012,,Diagnosis
Melanoma of the skin,2007,Males,before age 15,0.0019,,Diagnosis
Melanoma of the skin,2007,Males,before age 20,0.0104,,Diagnosis
Melanoma of the skin,2007,Males,before age 25,0.0285,3508.0,Diagnosis
Melanoma of the skin,2007,Males,before age 30,0.0820,1219.0,Diagnosis
Melanoma of the skin,2007,Males,before age 35,0.1729,578.0,Diagnosis
Melanoma of the skin,2007,Males,before age 40,0.2995,334.0,Diagnosis
Melanoma of the skin,2007,Males,before age 45,0.4970,201.0,Diagnosis
Melanoma of the skin,2007,Males,before age 50,0.7681,130.0,Diagnosis
Melanoma of the skin,2007,Males,before age 55,1.1639,86.0,Diagnosis
Melanoma of the skin,2007,Males,before age 60,1.7441,57.0,Diagnosis
Melanoma of the skin,2007,Males,before age 65,2.4113,41.0,Diagnosis
Melanoma of the skin,2007,Males,before age 70,3.3042,30.0,Diagnosis
Melanoma of the skin,2007,Males,before age 75,4.3941,23.0,Diagnosis
Melanoma of the skin,2007,Males,before age 80,5.4886,18.0,Diagnosis
Melanoma of the skin,2007,Males,before age 85,6.5064,15.0,Diagnosis
Melanoma of the skin,2007,Males,before age 90,7.2186,14.0,Diagnosis
Melanoma of the skin,2007,Males,Lifetime,7.6856,13.0,Diagnosis
Melanoma of the skin,2007,Females,before age  5,0.0000,,Diagnosis
Melanoma of the skin,2007,Females,before age 10,0.0000,,Diagnosis
Melanoma of the skin,2007,Females,before age 15,0.0021,,Diagnosis
Melanoma of the skin,2007,Females,before age 20,0.0152,6584.0,Diagnosis
Melanoma of the skin,2007,Females,before age 25,0.0490,2042.0,Diagnosis
Melanoma of the skin,2007,Females,before age 30,0.1072,933.0,Diagnosis
Melanoma of the skin,2007,Females,before age 35,0.2215,451.0,Diagnosis
Melanoma of the skin,2007,Females,before age 40,0.3696,271.0,Diagnosis
Melanoma of the skin,2007,Females,before age 45,0.5785,173.0,Diagnosis
Melanoma of the skin,2007,Females,before age 50,0.8599,116.0,Diagnosis
Melanoma of the skin,2007,Females,before age 55,1.1707,85.0,Diagnosis
Melanoma of the skin,2007,Females,before age 60,1.5448,65.0,Diagnosis
Melanoma of the skin,2007,Females,before age 65,1.9952,50.0,Diagnosis
Melanoma of the skin,2007,Females,before age 70,2.5421,39.0,Diagnosis
Melanoma of the skin,2007,Females,before age 75,3.2031,31.0,Diagnosis
Melanoma of the skin,2007,Females,before age 80,3.7937,26.0,Diagnosis
Melanoma of the skin,2007,Females,before age 85,4.3168,23.0,Diagnosis
Melanoma of the skin,2007,Females,before age 90,4.7482,21.0,Diagnosis
Melanoma of the skin,2007,Females,Lifetime,5.0775,20.0,Diagnosis
Melanoma of the skin,2007,Persons,before age  5,0.0006,,Diagnosis
Melanoma of the skin,2007,Persons,before age 10,0.0006,,Diagnosis
Melanoma of the skin,2007,Persons,before age 15,0.0020,,Diagnosis
Melanoma of the skin,2007,Persons,before age 20,0.0127,7859.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 25,0.0385,2597.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 30,0.0943,1060.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 35,0.1970,508.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 40,0.3344,299.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 45,0.5375,186.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 50,0.8138,123.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 55,1.1668,86.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 60,1.6436,61.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 65,2.2020,45.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 70,2.9245,34.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 75,3.8067,26.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 80,4.6548,21.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 85,5.4246,18.0,Diagnosis
Melanoma of the skin,2007,Persons,before age 90,5.9895,17.0,Diagnosis
Melanoma of the skin,2007,Persons,Lifetime,6.3723,16.0,Diagnosis
Melanoma of the skin,2007,Males,before age  5,0.0000,,Diagnosis
Melanoma of the skin,2007,Males,before age 10,0.0006,,Diagnosis
Melanoma of the skin,2007,Males,before age 15,0.0025,,Diagnosis
Melanoma of the skin,2007,Males,before age 20,0.0123,,Diagnosis
Melanoma of the skin,2007,Males,before age 25,0.0414,2416.0,Diagnosis
Melanoma of the skin,2007,Males,before age 30,0.0884,1132.0,Diagnosis
Melanoma of the skin,2007,Males,before age 35,0.1615,619.0,Diagnosis
Melanoma of the skin,2007,Males,before age 40,0.2831,353.0,Diagnosis
Melanoma of the skin,2007,Males,before age 45,0.4674,214.0,Diagnosis
Melanoma of the skin,2007,Males,before age 50,0.7661,131.0,Diagnosis
Melanoma of the skin,2007,Males,before age 55,1.1558,87.0,Diagnosis
Melanoma of the skin,2007,Males,before age 60,1.6858,59.0,Diagnosis
Melanoma of the skin,2007,Males,before age 65,2.3660,42.0,Diagnosis
Melanoma of the skin,2007,Males,before age 70,3.2171,31.0,Diagnosis
Melanoma of the skin,2007,Males,before age 75,4.2497,24.0,Diagnosis
Melanoma of the skin,2007,Males,before age 80,5.3694,19.0,Diagnosis
Melanoma of the skin,2007,Males,before age 85,6.3917,16.0,Diagnosis
Melanoma of the skin,2007,Males,before age 90,7.1421,14.0,Diagnosis
Melanoma of the skin,2007,Males,Lifetime,7.6772,13.0,Diagnosis
Melanoma of the skin,2007,Females,before age  5,0.0000,,Diagnosis
Melanoma of the skin,2007,Females,before age 10,0.0000,,Diagnosis
Melanoma of the skin,2007,Females,before age 15,0.0020,,Diagnosis
Melanoma of the skin,2007,Females,before age 20,0.0144,6939.0,Diagnosis
Melanoma of the skin,2007,Females,before age 25,0.0503,1988.0,Diagnosis
Melanoma of the skin,2007,Females,before age 30,0.1142,875.0,Diagnosis
Melanoma of the skin,2007,Females,before age 35,0.2301,435.0,Diagnosis
Melanoma of the skin,2007,Females,before age 40,0.3887,257.0,Diagnosis
